# Retail fuel prices, calendar-year averages (INR/litre; CNG INR/kg), state-capital pump prices.
# Delhi is the directly-compiled bellwether series (state_code ALL mirrors DL). Other states
# 2017-2026: Delhi annual average + capital-city differential from era-anchored RSP snapshots
# (Jan-2019 -> 2017-19, Mar-2021 -> 2020-21, Feb-2025 -> 2022-26), PPAC/OMC-sourced; see
# scripts/compile_state_fuel_prices.py and data/raw/ppac/ for anchors. Valid because
# post-deregulation price *movements* are near-identical across states; *levels* differ by
# state VAT (which the differentials capture per era). Caveats: HR/PB use shared capital
# Chandigarh (UT VAT — Punjab in-state pumps run ~Rs 3/l higher); GJ=Ahmedabad, AP=Guntur,
# JK=Srinagar; GA/NE states/AN/DN have 2022-26 only; LA/LD absent; CNG only where city gas
# exists (DL MH KA TS 2017-, UP HR MP 2020-), representative city-gas city where the capital
# lacks CNG. Pre-2017 non-DL years intentionally absent -> panel falls back to ALL proxy.
# Use for trend/shock/cross-state level analysis, not accounting. 2026 is partial (Jan-Jun).
state_code,year,fuel,price_avg_inr,source,quality
ALL,2021,Diesel,87.0,Delhi proxy,proxy
ALL,2022,Diesel,90.5,Delhi proxy,proxy
ALL,2023,Diesel,89.6,Delhi proxy,proxy
ALL,2024,Diesel,88.2,Delhi proxy,proxy
ALL,2025,Diesel,87.6,Delhi proxy,proxy
ALL,2026,Diesel,87.6,Delhi proxy,proxy
ALL,2012,CNG,37.0,Delhi proxy,proxy
ALL,2013,CNG,43.0,Delhi proxy,proxy
ALL,2014,CNG,45.0,Delhi proxy,proxy
ALL,2015,CNG,38.0,Delhi proxy,proxy
ALL,2016,CNG,37.0,Delhi proxy,proxy
ALL,2017,CNG,39.0,Delhi proxy,proxy
ALL,2018,CNG,43.0,Delhi proxy,proxy
ALL,2019,CNG,46.0,Delhi proxy,proxy
ALL,2020,CNG,43.0,Delhi proxy,proxy
ALL,2021,CNG,50.0,Delhi proxy,proxy
ALL,2022,CNG,75.0,Delhi proxy,proxy
ALL,2023,CNG,76.5,Delhi proxy,proxy
ALL,2024,CNG,75.1,Delhi proxy,proxy
ALL,2025,CNG,75.7,Delhi proxy,proxy
ALL,2026,CNG,76.0,Delhi proxy,proxy
AN,2022,Petrol,86.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2023,Petrol,84.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2024,Petrol,82.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2025,Petrol,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2026,Petrol,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AN,2022,Diesel,80.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2023,Diesel,80.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2024,Diesel,78.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2025,Diesel,78.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AN,2026,Diesel,78.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AP,2017,Petrol,72.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2018,Petrol,79.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2019,Petrol,76.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2020,Petrol,82.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2021,Petrol,102.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2022,Petrol,112.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2023,Petrol,110.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2024,Petrol,108.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2025,Petrol,108.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2026,Petrol,108.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AP,2017,Diesel,62.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2018,Diesel,72.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2019,Diesel,70.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2020,Diesel,77.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2021,Diesel,96.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2022,Diesel,99.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2023,Diesel,98.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2024,Diesel,96.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2025,Diesel,96.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AP,2026,Diesel,96.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AR,2022,Petrol,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2023,Petrol,92.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2024,Petrol,91.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2025,Petrol,90.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2026,Petrol,90.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AR,2022,Diesel,83.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2023,Diesel,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2024,Diesel,81.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2025,Diesel,80.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AR,2026,Diesel,80.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AS,2017,Petrol,67.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2018,Petrol,75.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2019,Petrol,71.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2020,Petrol,73.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2021,Petrol,93.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2022,Petrol,101.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2023,Petrol,100.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2024,Petrol,98.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2025,Petrol,98.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2026,Petrol,98.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
AS,2017,Diesel,57.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2018,Diesel,67.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2019,Diesel,65.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2020,Diesel,68.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2021,Diesel,87.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2022,Diesel,92.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2023,Diesel,91.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2024,Diesel,90.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2025,Diesel,89.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
AS,2026,Diesel,89.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
BR,2017,Petrol,72.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2018,Petrol,79.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2019,Petrol,76.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2020,Petrol,78.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2021,Petrol,98.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2022,Petrol,109.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2023,Petrol,107.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2024,Petrol,105.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2025,Petrol,105.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2026,Petrol,105.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
BR,2017,Diesel,60.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2018,Diesel,70.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2019,Diesel,68.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2020,Diesel,73.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2021,Diesel,92.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2022,Diesel,95.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2023,Diesel,94.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2024,Diesel,92.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2025,Diesel,92.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
BR,2026,Diesel,92.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
CG,2017,Petrol,66.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2018,Petrol,74.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2019,Petrol,70.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2020,Petrol,74.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2021,Petrol,94.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2022,Petrol,104.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2023,Petrol,102.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2024,Petrol,100.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2025,Petrol,100.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2026,Petrol,100.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
CG,2017,Diesel,60.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2018,Diesel,70.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2019,Diesel,68.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2020,Diesel,75.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2021,Diesel,93.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2022,Diesel,96.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2023,Diesel,95.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2024,Diesel,93.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2025,Diesel,93.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CG,2026,Diesel,93.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
CH,2017,Petrol,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2018,Petrol,71.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2019,Petrol,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2020,Petrol,73.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2021,Petrol,93.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2022,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2023,Petrol,96.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2024,Petrol,94.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2025,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2026,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
CH,2017,Diesel,54.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2018,Diesel,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2019,Diesel,62.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2020,Diesel,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2021,Diesel,86.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2022,Diesel,85.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2023,Diesel,84.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2024,Diesel,83.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2025,Diesel,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
CH,2026,Diesel,82.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
DN,2022,Petrol,96.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2023,Petrol,94.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2024,Petrol,92.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2025,Petrol,92.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2026,Petrol,92.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
DN,2022,Diesel,91.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2023,Diesel,90.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2024,Diesel,88.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2025,Diesel,88.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
DN,2026,Diesel,88.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
GA,2022,Petrol,101.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2023,Petrol,99.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2024,Petrol,97.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2025,Petrol,97.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2026,Petrol,97.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
GA,2022,Diesel,91.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2023,Diesel,91.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2024,Diesel,89.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2025,Diesel,89.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GA,2026,Diesel,89.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
GJ,2017,Petrol,65.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2018,Petrol,73.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2019,Petrol,69.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2020,Petrol,73.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2021,Petrol,93.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2022,Petrol,98.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2023,Petrol,97.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2024,Petrol,95.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2025,Petrol,95.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2026,Petrol,95.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
GJ,2017,Diesel,60.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2018,Diesel,70.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2019,Diesel,68.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2020,Diesel,74.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2021,Diesel,93.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2022,Diesel,93.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2023,Diesel,92.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2024,Diesel,91.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2025,Diesel,90.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
GJ,2026,Diesel,90.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HP,2017,Petrol,67.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2018,Petrol,74.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2019,Petrol,70.9,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2020,Petrol,74.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2021,Petrol,94.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2022,Petrol,98.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2023,Petrol,96.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2024,Petrol,95.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2025,Petrol,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2026,Petrol,94.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HP,2017,Diesel,55.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2018,Diesel,65.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2019,Diesel,63.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2020,Diesel,67.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2021,Diesel,86.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2022,Diesel,90.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2023,Diesel,89.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2024,Diesel,87.7,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2025,Diesel,87.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HP,2026,Diesel,87.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HR,2017,Petrol,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2018,Petrol,71.8,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2019,Petrol,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2020,Petrol,73.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2021,Petrol,93.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2022,Petrol,98.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2023,Petrol,96.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2024,Petrol,94.5,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2025,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2026,Petrol,94.2,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series (partial year),approximate
HR,2017,Diesel,54.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2018,Diesel,64.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2019,Diesel,62.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2020,Diesel,68.1,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2021,Diesel,86.6,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2022,Diesel,85.3,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2023,Diesel,84.4,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
HR,2024,Diesel,83.0,Capital-city RSP snapshots 2019/2021/2025 differential on Delhi series,approximate
